frame,time,rx,ry,rz,px,py,pz
23954,199.59635,-0.77693,-0.059043,1.878441,-0.44334,0.070703,0.63295
23955,199.604682,-0.656155,-0.025867,1.780056,-0.443333,0.070691,0.632947
23956,199.613015,-0.743612,-0.029762,1.846174,-0.443317,0.070661,0.632958
23957,199.621347,-0.777672,-0.038648,1.772615,-0.443345,0.070733,0.632961
23958,199.62968,-0.542449,-0.029721,1.83114,-0.443319,0.070682,0.632958
23959,199.638012,-0.66657,-0.048628,1.802524,-0.443337,0.070682,0.632963
23960,199.646345,-0.654691,-0.051143,1.832078,-0.443339,0.070708,0.632963
23961,199.654677,-0.604675,-0.013599,1.84266,-0.443334,0.07069,0.632978
23962,199.66301,-0.656207,0.107995,1.772868,-0.443381,0.070697,0.633055
23963,199.671342,-0.551212,0.115911,1.747117,-0.443394,0.070676,0.633049
23964,199.679675,-0.546897,-0.026818,1.883314,-0.443307,0.070664,0.632982
23965,199.688007,-0.728323,-0.045327,1.845376,-0.443292,0.07063,0.632982
23966,199.69634,-0.705208,-0.05872,1.728017,-0.443328,0.070653,0.63297
23967,199.704672,-0.645058,-0.006684,1.79928,-0.443323,0.070672,0.632981
23968,199.713005,-0.691063,-0.029297,1.80789,-0.443333,0.070697,0.632967
23969,199.721337,-0.584157,-0.031018,1.888114,-0.443303,0.070623,0.632975
23970,199.72967,-0.598424,-0.030424,1.808308,-0.44328,0.070588,0.632969
23971,199.738002,-0.749074,-0.04391,1.787153,-0.443318,0.070679,0.632966
23972,199.746335,-0.560239,-0.028963,1.838413,-0.443308,0.070646,0.632958
23973,199.754667,-0.481647,-0.007268,1.834648,-0.443344,0.070717,0.632982
23974,199.763,-0.594981,-0.046087,1.910255,-0.44328,0.070587,0.632939
23975,199.771332,-0.686236,-0.025337,1.751125,-0.443309,0.070605,0.632978
23976,199.779665,-0.580323,-0.009186,1.748673,-0.443289,0.070563,0.632966
23977,199.787997,-0.693677,-0.055079,1.871359,-0.44327,0.070571,0.632994
23978,199.79633,-0.647747,-0.04137,1.781976,-0.443312,0.070582,0.632997
23979,199.804662,-0.514498,-0.018065,1.841854,-0.443302,0.070619,0.633001
23980,199.812995,-0.484601,0.131637,1.713551,-0.44336,0.070595,0.633034
23981,199.821327,-0.605201,-0.01881,1.792059,-0.443276,0.070592,0.633004
23982,199.82966,-0.540574,-0.012976,1.822832,-0.443276,0.070581,0.633022
23983,199.837992,-0.608354,-0.01623,1.804008,-0.443262,0.070515,0.632997
23984,199.846325,-0.677379,0.082351,1.783523,-0.443323,0.070583,0.633063
23985,199.854657,-0.67038,-0.048576,1.812995,-0.443238,0.070479,0.632971
23986,199.86299,-0.630998,-0.021092,1.721099,-0.443297,0.07053,0.633
23987,199.871322,-0.527011,-0.008773,1.741791,-0.443276,0.070557,0.632964
23988,199.879654,-0.584547,-0.026739,1.823252,-0.443283,0.070554,0.632956
23989,199.887987,-0.619276,-0.048558,1.775149,-0.443212,0.070385,0.632976
23990,199.896319,-0.554941,-0.023586,1.784555,-0.443229,0.070411,0.632989
23991,199.904652,-0.70986,-0.050027,1.757982,-0.443257,0.07049,0.632998
23992,199.912984,-0.690369,-0.037189,1.813848,-0.443244,0.070462,0.633016
23993,199.921317,-0.615648,0.100804,1.650886,-0.443325,0.070475,0.63308
23994,199.929649,-0.628258,-0.025411,1.759133,-0.443276,0.070529,0.633048
23995,199.937982,-0.527265,-0.019935,1.806755,-0.443276,0.070511,0.633023
23996,199.946314,-0.626632,0.001241,1.784787,-0.443241,0.070465,0.633023
23997,199.954647,-0.47288,-0.015643,1.813365,-0.44324,0.070488,0.633002
23998,199.962979,-0.721603,-0.036857,1.746765,-0.443221,0.070386,0.632996
23999,199.971312,-0.586938,-0.023254,1.815902,-0.443231,0.070463,0.632986
24000,199.979644,-0.602295,-0.006836,1.780491,-0.443234,0.07043,0.632977
24001,199.987977,-0.560814,-0.003885,1.792768,-0.443224,0.07043,0.632983
24002,199.996309,-0.519403,-0.02793,1.789568,-0.443221,0.070443,0.63295
24003,200.004642,-0.552508,-0.01819,1.808023,-0.443243,0.070458,0.632971
24004,200.012974,-0.759263,-0.048954,1.793162,-0.443246,0.070496,0.632964
24005,200.021307,-0.511997,0.012614,1.85975,-0.44324,0.070481,0.632988
24006,200.029639,-0.466542,-0.010472,1.777745,-0.443245,0.070469,0.632991
24007,200.037972,-0.658972,-0.026754,1.772237,-0.443238,0.070441,0.632997
24008,200.046304,-0.540723,0.014602,1.823726,-0.443215,0.070466,0.632976
24009,200.054637,-0.434077,-0.001358,1.808681,-0.443232,0.070489,0.633015
24010,200.062969,-0.603644,-0.029918,1.79474,-0.443238,0.070443,0.632998
24011,200.071302,-0.619709,-0.013232,1.780904,-0.443244,0.07043,0.633015
24012,200.079634,-0.557926,-0.035128,1.803108,-0.443199,0.070414,0.632965
24013,200.087967,-0.593619,-0.044814,1.81927,-0.443237,0.070418,0.633011
24014,200.096299,-0.392727,0.123369,1.739099,-0.443276,0.070379,0.633057
24015,200.104632,-0.451309,0.001783,1.838081,-0.443217,0.070381,0.63301
24016,200.112964,-0.565929,-0.003344,1.749774,-0.443213,0.070352,0.633008
24017,200.121297,-0.543399,-0.012483,1.810719,-0.443199,0.070332,0.633015
24018,200.129629,-0.381765,0.133366,1.711057,-0.443288,0.070385,0.633063
24019,200.137962,-0.535292,-0.009257,1.83904,-0.443214,0.070433,0.633004
24020,200.146294,-0.697623,-0.062593,1.773877,-0.44322,0.070391,0.633002
24021,200.154626,-0.353304,0.00814,1.793715,-0.443208,0.070382,0.633008
24022,200.162959,-0.503348,-0.01247,1.777462,-0.443197,0.070346,0.632991
24023,200.171291,-0.50894,-0.012913,1.786304,-0.443187,0.070339,0.63296
24024,200.179624,-0.628323,-0.010156,1.733637,-0.443172,0.070255,0.632995
24025,200.187956,-0.472471,-0.006248,1.798491,-0.443166,0.0702,0.632983
24026,200.196289,-0.566012,-0.023671,1.774107,-0.443164,0.070272,0.632973
24027,200.204621,-0.645567,-0.003021,1.783307,-0.443168,0.07032,0.632955
24028,200.212954,-0.676628,-0.065898,1.750693,-0.443184,0.070312,0.632994
24029,200.221286,-0.625167,-0.008349,1.774013,-0.443173,0.070298,0.633008
24030,200.229619,-0.463812,-0.012935,1.823278,-0.443176,0.070258,0.633033
24031,200.237951,-0.453293,0.115559,1.718423,-0.443241,0.070307,0.633079
24032,200.246284,-0.721842,-0.037241,1.690513,-0.443201,0.070321,0.63307
24033,200.254616,-0.505587,0.099815,1.650692,-0.443255,0.070344,0.633119
24034,200.262949,-0.617981,0.117951,1.656562,-0.443263,0.070383,0.633129
24035,200.271281,-0.590602,0.119149,1.628217,-0.443242,0.070297,0.633109
24036,200.279614,-0.460601,0.141932,1.729504,-0.443271,0.070346,0.63314
24037,200.287946,-0.534391,0.132969,1.600215,-0.443231,0.070287,0.633125
24038,200.296279,-0.514515,-0.014209,1.763857,-0.443166,0.070313,0.633047
24039,200.304611,-0.462621,0.138885,1.701341,-0.443224,0.070236,0.633089
24040,200.312944,-0.5704,0.084184,1.685972,-0.44324,0.070276,0.633056
24041,200.321276,-0.532584,-0.01123,1.761078,-0.443148,0.070203,0.632995
24042,200.329609,-0.490044,0.015794,1.730898,-0.443162,0.070237,0.632996
24043,200.337941,-0.573794,-0.007545,1.793819,-0.443141,0.07021,0.632997
24044,200.346274,-0.472345,0.021423,1.826138,-0.443161,0.07025,0.632996
24045,200.354606,-0.487128,-0.004119,1.760824,-0.443133,0.070163,0.633005
24046,200.362939,-0.355389,0.010262,1.696441,-0.443146,0.070184,0.633
24047,200.371271,-0.508394,-0.001497,1.763435,-0.443137,0.070191,0.632989
24048,200.379604,-0.601817,-0.002029,1.687007,-0.443127,0.070151,0.633013
24049,200.387936,-0.55471,0.117785,1.612578,-0.443213,0.070144,0.633091
24050,200.396269,-0.559242,0.127546,1.711357,-0.443177,0.070154,0.633062
24051,200.404601,-0.527587,0.101791,1.683931,-0.443188,0.070148,0.633086
24052,200.412934,-0.466596,0.121624,1.694259,-0.443186,0.070143,0.633086
24053,200.421266,-0.456836,0.108141,1.707917,-0.443203,0.070192,0.633118
24054,200.429599,-0.569393,0.121863,1.607598,-0.443169,0.070124,0.633097
24055,200.437931,-0.474502,0.131529,1.706522,-0.443192,0.070161,0.633121
24056,200.446263,-0.392376,0.13618,1.632727,-0.443198,0.070171,0.633112
24057,200.454596,-0.444293,0.140033,1.567591,-0.443215,0.07017,0.633134
24058,200.462928,-0.49878,0.133885,1.662689,-0.443185,0.070211,0.633105
24059,200.471261,-0.478575,0.106592,1.71137,-0.443206,0.070206,0.633119
24060,200.479593,-0.532474,0.142229,1.641198,-0.443172,0.070134,0.6331
24061,200.487926,-0.645189,0.11387,1.60902,-0.443167,0.07006,0.633091
24062,200.496258,-0.537427,0.133319,1.575998,-0.443204,0.070204,0.633083
24063,200.504591,-0.44482,0.112497,1.719731,-0.4432,0.070178,0.633079
24064,200.512923,-0.431584,0.146796,1.749593,-0.443156,0.070132,0.633069
24065,200.521256,-0.509797,0.013415,1.711809,-0.443093,0.070062,0.633026
24066,200.529588,-0.43501,0.004034,1.691407,-0.443085,0.070049,0.633006
24067,200.537921,-0.572412,0.014228,1.628515,-0.443092,0.070046,0.633
24068,200.546253,-0.696527,-0.004521,1.644958,-0.443091,0.069981,0.633017
24069,200.554586,-0.564203,-0.031973,1.650903,-0.443096,0.070027,0.633014
24070,200.562918,-0.438837,0.014558,1.694753,-0.443095,0.070037,0.633024
24071,200.571251,-0.587592,0.015928,1.623109,-0.443091,0.070024,0.633021
24072,200.579583,-0.44901,0.127168,1.545526,-0.443195,0.070104,0.633087
24073,200.587916,-0.44308,0.043264,1.648304,-0.44308,0.070025,0.63304
24074,200.596248,-0.444288,0.117542,1.609422,-0.443182,0.070075,0.633072
24075,200.604581,-0.691149,-0.022407,1.695827,-0.443077,0.069989,0.633035
24076,200.612913,-0.475138,0.137173,1.664576,-0.443164,0.070038,0.633108
24077,200.621246,-0.475451,0.14934,1.638726,-0.44316,0.070093,0.633109
24078,200.629578,-0.515997,0.158634,1.620511,-0.443146,0.070008,0.633129
24079,200.637911,-0.440512,0.128036,1.616938,-0.443165,0.070046,0.633121
24080,200.646243,-0.553972,0.144039,1.619286,-0.443147,0.070046,0.633118
24081,200.654576,-0.566105,0.134577,1.6183,-0.443138,0.069988,0.633098
24082,200.662908,-0.540641,0.127827,1.638044,-0.443163,0.070035,0.633107
24083,200.671241,-0.487329,0.040983,1.662004,-0.443077,0.069989,0.633039
24084,200.679573,-0.407051,0.130513,1.617777,-0.443165,0.070038,0.633085
24085,200.687906,-0.533939,0.016546,1.71475,-0.443083,0.070006,0.633016
24086,200.696238,-0.5159,0.091872,1.587048,-0.443154,0.070023,0.633052
24087,200.704571,-0.45195,0.008169,1.659677,-0.443074,0.069985,0.633
24088,200.712903,-0.789543,-0.011485,1.602924,-0.443078,0.069936,0.632992
24089,200.721235,-0.552874,-0.02429,1.65518,-0.443102,0.070037,0.633011
24090,200.729568,-0.375714,0.138782,1.629584,-0.443172,0.07007,0.633061
24091,200.7379,-0.564607,0.136058,1.657536,-0.443166,0.070072,0.633078
24092,200.746233,-0.497638,0.115047,1.532811,-0.443167,0.070073,0.633071
24093,200.754565,-0.527678,0.107706,1.654576,-0.443159,0.070042,0.633088
24094,200.762898,-0.499214,0.129688,1.683888,-0.443141,0.070041,0.633081
24095,200.77123,-0.583784,0.119304,1.715729,-0.44316,0.070024,0.633112
24096,200.779563,-0.424359,0.129051,1.68639,-0.443162,0.070058,0.633106
24097,200.787895,-0.496686,0.12525,1.606309,-0.443157,0.070008,0.633101
24098,200.796228,-0.478764,0.000817,1.611948,-0.443102,0.069956,0.633058
24099,200.80456,-0.249791,0.153368,1.677289,-0.443162,0.070035,0.633115
24100,200.812893,-0.393564,0.13027,1.63272,-0.443127,0.069974,0.633092
24101,200.821225,-0.502274,0.15708,1.592979,-0.443137,0.07003,0.63308
24102,200.829558,-0.612964,0.003406,1.698721,-0.443056,0.069946,0.633027
24103,200.83789,-0.510579,0.113327,1.649927,-0.443135,0.069952,0.633081
24104,200.846223,-0.405549,0.161914,1.675538,-0.443141,0.069974,0.633076
24105,200.854555,-0.431185,0.126232,1.605755,-0.443145,0.069964,0.633062
24106,200.862888,-0.521186,0.011369,1.665422,-0.443047,0.069914,0.633002
24107,200.87122,-0.418281,0.135236,1.639692,-0.44313,0.069954,0.633042
24108,200.879553,-0.450352,0.11809,1.646684,-0.443163,0.069999,0.633062
24109,200.887885,-0.539273,0.159609,1.642829,-0.443125,0.069943,0.633061
24110,200.896218,-0.540442,0.12899,1.539034,-0.443162,0.07002,0.633078
24111,200.90455,-0.55537,0.150899,1.694852,-0.443122,0.069964,0.633063
24112,200.912883,-0.410922,0.136927,1.658,-0.443135,0.070038,0.633075
24113,200.921215,-0.410907,0.010925,1.746477,-0.443064,0.069957,0.633023
24114,200.929548,-0.499733,0.115616,1.606164,-0.443136,0.06999,0.633081
24115,200.93788,-0.535877,0.138634,1.636362,-0.443131,0.06994,0.633104
24116,200.946213,-0.30456,0.135977,1.6834,-0.443161,0.070025,0.633094
24117,200.954545,-0.373602,0.149902,1.647846,-0.443145,0.069953,0.633106
24118,200.962878,-0.48342,0.111588,1.664344,-0.443135,0.069943,0.6331
24119,200.97121,-0.344881,0.152441,1.66131,-0.443126,0.069927,0.633103
24120,200.979543,-0.556185,0.163066,1.620655,-0.443108,0.069896,0.633091
24121,200.987875,-0.359295,0.135304,1.669151,-0.443114,0.069886,0.633124
24122,200.996207,-0.274981,0.191574,1.599906,-0.443119,0.069898,0.633134
24123,201.00454,-0.449182,0.16112,1.540981,-0.443088,0.06986,0.633109
24124,201.012872,-0.266914,0.149144,1.586598,-0.443123,0.069855,0.63311
24125,201.021205,-0.420353,0.115078,1.617058,-0.44313,0.069872,0.63309
24126,201.029537,-0.406158,0.135825,1.580317,-0.443115,0.069843,0.633091
24127,201.03787,-0.382449,0.160463,1.581264,-0.443093,0.069733,0.633093
24128,201.046202,-0.488178,0.140729,1.586017,-0.443085,0.069793,0.633087
24129,201.054535,-0.541641,0.136943,1.595056,-0.443055,0.069705,0.633088
24130,201.062867,-0.334785,0.136185,1.656334,-0.443094,0.069792,0.6331
24131,201.0712,-0.482083,0.139258,1.651977,-0.443078,0.069796,0.633098
24132,201.079532,-0.353129,0.15348,1.73853,-0.443051,0.069751,0.633114
24133,201.087865,-0.489803,0.154424,1.538167,-0.443071,0.069712,0.633129
24134,201.096197,-0.466939,0.147057,1.656836,-0.44305,0.069675,0.633121
24135,201.10453,-0.487774,0.158833,1.559313,-0.443045,0.069673,0.63312
24136,201.112862,-0.416816,0.171533,1.622723,-0.443025,0.069675,0.633106
24137,201.121195,-0.22296,0.177464,1.695495,-0.44302,0.069649,0.633101
24138,201.129527,-0.313499,0.171322,1.6284,-0.443026,0.06964,0.633103
24139,201.13786,-0.416264,0.168587,1.546753,-0.44303,0.069588,0.633096
24140,201.146192,-0.509654,0.160951,1.55886,-0.443043,0.069627,0.633107
24141,201.154525,-0.449781,0.184787,1.570173,-0.443011,0.069606,0.633094
24142,201.162857,-0.277341,0.168599,1.524251,-0.443042,0.069595,0.633113
24143,201.17119,-0.330228,0.146546,1.573418,-0.443046,0.069602,0.633117
24144,201.179522,-0.380535,0.177787,1.564501,-0.443027,0.069632,0.633124
24145,201.187855,-0.412433,0.132398,1.498643,-0.443038,0.069592,0.633116
24146,201.196187,-0.530642,0.159068,1.540704,-0.443002,0.06954,0.633116
24147,201.20452,-0.467986,0.1573,1.531763,-0.443048,0.069585,0.633124
24148,201.212852,-0.521437,0.154972,1.530716,-0.44299,0.069493,0.633115
24149,201.221185,-0.352751,0.178016,1.623683,-0.443001,0.069561,0.633124
24150,201.229517,-0.211974,0.18985,1.502419,-0.443019,0.069473,0.633131
24151,201.23785,-0.433032,0.178089,1.569704,-0.443017,0.069542,0.633134
24152,201.246182,-0.281309,0.196155,1.573566,-0.442976,0.069466,0.633115
24153,201.254515,-0.503806,0.165358,1.54002,-0.44299,0.06947,0.633135
24154,201.262847,-0.416493,0.152008,1.483159,-0.44299,0.069449,0.633118
24155,201.27118,-0.481229,0.158547,1.495871,-0.442991,0.069465,0.633115
24156,201.279512,-0.492817,0.129142,1.435637,-0.443021,0.069507,0.633117
24157,201.287844,-0.346114,0.151286,1.533167,-0.443009,0.069476,0.633117
24158,201.296177,-0.27106,0.137304,1.537659,-0.442986,0.069424,0.633101
24159,201.304509,-0.520723,0.17764,1.539953,-0.442992,0.069459,0.633133
24160,201.312842,-0.431739,0.14023,1.440608,-0.442997,0.06947,0.633114
24161,201.321174,-0.408612,0.17676,1.473591,-0.442982,0.069434,0.633129
24162,201.329507,-0.366575,0.151582,1.511597,-0.442994,0.069425,0.633136
24163,201.337839,-0.259118,0.156196,1.584453,-0.442982,0.06941,0.633142
24164,201.346172,-0.387441,0.178485,1.559147,-0.442958,0.069321,0.633146
24165,201.354504,-0.370433,0.150693,1.469141,-0.44299,0.069429,0.633131
24166,201.362837,-0.493333,0.18319,1.482935,-0.442975,0.069411,0.633143
24167,201.371169,-0.510683,0.163848,1.449605,-0.442975,0.069373,0.633143
24168,201.379502,-0.456308,0.163861,1.429962,-0.442976,0.069357,0.633131
24169,201.387834,-0.397135,0.174825,1.55427,-0.442954,0.069325,0.633125
24170,201.396167,-0.49745,0.178547,1.398797,-0.44295,0.069275,0.633138
24171,201.404499,-0.473761,0.159686,1.370644,-0.442992,0.069366,0.633167
24172,201.412832,-0.410998,0.156067,1.479844,-0.442958,0.069309,0.633129
24173,201.421164,-0.328393,0.151801,1.433558,-0.442966,0.06933,0.633124
24174,201.429497,-0.232995,0.177008,1.536234,-0.442978,0.069376,0.633113
24175,201.437829,-0.526497,0.154523,1.464736,-0.442947,0.069312,0.633105
24176,201.446162,-0.384164,0.172611,1.511597,-0.44294,0.069267,0.633121
24177,201.454494,-0.591161,0.171858,1.450973,-0.442935,0.069243,0.633123
24178,201.462827,-0.361956,0.168194,1.497834,-0.442906,0.069157,0.633123
24179,201.471159,-0.433324,0.144202,1.416521,-0.442896,0.069136,0.633115
24180,201.479492,-1.14805,0.094973,0.739935,-0.442819,0.068905,0.633064
24181,201.487824,-0.385302,0.148248,1.52711,-0.442927,0.069254,0.633143
24182,201.496157,-0.335349,0.164561,1.414645,-0.442917,0.069169,0.633138
24183,201.504489,-0.580284,0.166213,1.423471,-0.442894,0.06916,0.633144
24184,201.512822,-0.523804,0.183216,1.42266,-0.442897,0.069158,0.633127
24185,201.521154,-1.067169,0.140936,0.822637,-0.442781,0.068778,0.633059
24186,201.529487,-0.366965,0.210201,1.475706,-0.442842,0.069022,0.633131
24187,201.537819,-1.054221,0.133385,0.785663,-0.442787,0.06874,0.633058
24188,201.546152,-1.01885,0.113243,0.767834,-0.442758,0.068731,0.633046
24189,201.554484,-0.538027,0.17857,1.385001,-0.442891,0.069102,0.633129
24190,201.562816,-1.056265,0.15015,0.727125,-0.442779,0.068784,0.633044
24191,201.571149,-1.080566,0.138373,0.790853,-0.442783,0.068804,0.633043
24192,201.579481,-1.040255,0.155298,0.777933,-0.442775,0.068706,0.633051
24193,201.587814,-1.116736,0.123275,0.829205,-0.44279,0.068781,0.633066
24194,201.596146,-1.098919,0.145351,0.75235,-0.442796,0.068761,0.633073
24195,201.604479,-0.999762,0.143962,0.824929,-0.442742,0.068667,0.633042
24196,201.612811,-1.121601,0.126629,0.782164,-0.442754,0.068677,0.633058
24197,201.621144,-1.13124,0.120091,0.865434,-0.442732,0.068614,0.633042
24198,201.629476,-1.104369,0.12045,0.857107,-0.442739,0.068596,0.633056
24199,201.637809,-1.051354,0.147022,0.772129,-0.442745,0.068597,0.633061
24200,201.646141,-1.037737,0.145614,0.858426,-0.442734,0.068594,0.633058
24201,201.654474,-1.11056,0.119602,0.77106,-0.442729,0.068586,0.633059
24202,201.662806,-1.090737,0.144735,0.726998,-0.442723,0.068546,0.633047
24203,201.671139,-1.166447,0.117541,0.755594,-0.442726,0.068537,0.633061
24204,201.679471,-1.132421,0.120715,0.78784,-0.442708,0.06851,0.63304
24205,201.687804,-1.155119,0.129225,0.83269,-0.442689,0.06843,0.633035
24206,201.696136,-1.279639,0.106838,0.761066,-0.442705,0.068497,0.633049
24207,201.704469,-1.228382,0.116084,0.713903,-0.442699,0.068467,0.633017
24208,201.712801,-1.162169,0.130959,0.705396,-0.442678,0.068407,0.63302
24209,201.721134,-1.131739,0.125059,0.676268,-0.442657,0.068361,0.633015
24210,201.729466,-1.07283,0.161443,0.732849,-0.442669,0.068339,0.633005
24211,201.737799,-1.258673,0.104,0.802323,-0.442652,0.068333,0.632984
24212,201.746131,-1.245807,0.121364,0.727593,-0.44267,0.068354,0.632976
24213,201.754464,-1.124009,0.124258,0.682514,-0.442617,0.068265,0.632995
24214,201.762796,-1.254147,0.120924,0.626074,-0.442601,0.068246,0.632982
24215,201.771129,-1.298148,0.121471,0.759338,-0.44261,0.068291,0.632976
24216,201.779461,-1.192105,0.144807,0.744592,-0.442613,0.068198,0.632987
24217,201.787794,-1.218326,0.152417,0.714403,-0.442563,0.068013,0.632963
24218,201.796126,-1.270206,0.133705,0.685416,-0.442538,0.068019,0.632947
24219,201.804459,-1.157364,0.145856,0.65806,-0.442478,0.067948,0.632938
24220,201.812791,-1.449556,0.126833,0.618769,-0.442466,0.067843,0.632921
24221,201.821124,-1.280713,0.158276,0.658602,-0.442456,0.067818,0.632908
24222,201.829456,-1.363379,0.135772,0.670257,-0.442426,0.067743,0.632892
24223,201.837788,-1.334203,0.155005,0.63701,-0.442402,0.067651,0.632896
24224,201.846121,-1.355657,0.150019,0.61882,-0.442376,0.067601,0.632883
24225,201.854453,-1.288637,0.187677,0.636085,-0.442349,0.067497,0.632874
24226,201.862786,-1.367854,0.204564,0.520399,-0.442313,0.067453,0.632845
24227,201.871118,-1.400637,0.198817,0.601534,-0.442303,0.067398,0.632819
24228,201.879451,-1.459045,0.156715,0.591098,-0.442297,0.067386,0.632802
24229,201.887783,-1.598747,0.156909,0.547927,-0.442278,0.067253,0.632796
24230,201.896116,-1.648041,0.161991,0.539403,-0.442271,0.067223,0.632778
24231,201.904448,-1.502052,0.154243,0.598902,-0.442258,0.067229,0.632781
24232,201.912781,-1.707871,0.154931,0.562573,-0.442236,0.06713,0.632769
24233,201.921113,-1.534874,0.176736,0.5851,-0.442215,0.067074,0.632752
24234,201.929446,-1.513592,0.197011,0.617005,-0.44218,0.066972,0.632742
24235,201.937778,-1.56241,0.197751,0.56767,-0.442165,0.066943,0.632734
24236,201.946111,-1.523789,0.210304,0.501937,-0.442168,0.066897,0.63274
24237,201.954443,-1.487595,0.216027,0.602033,-0.442155,0.066855,0.632736
24238,201.962776,-1.581778,0.198031,0.540706,-0.442146,0.066819,0.632727
24239,201.971108,-1.665472,0.170963,0.519749,-0.442148,0.066802,0.632729
24240,201.979441,-1.597757,0.206294,0.54347,-0.442115,0.066702,0.632732
24241,201.987773,-1.505689,0.200762,0.523868,-0.442114,0.066748,0.632715
24242,201.996106,-1.602652,0.221324,0.54652,-0.442128,0.066696,0.632708
24243,202.004438,-1.524394,0.223854,0.494568,-0.442099,0.066632,0.632706
24244,202.012771,-1.796416,0.202218,0.564416,-0.442088,0.06657,0.632697
24245,202.021103,-1.65644,0.224813,0.485883,-0.44207,0.066511,0.632686
24246,202.029436,-1.637994,0.250678,0.530319,-0.44206,0.066444,0.632698
24247,202.037768,-1.692828,0.220938,0.659716,-0.442086,0.066484,0.632685
24248,202.046101,-1.772054,0.208174,0.496582,-0.442072,0.066481,0.632671
24249,202.054433,-1.877104,0.181591,0.587162,-0.442041,0.066367,0.632659
24250,202.062766,-1.666902,0.209252,0.643484,-0.442063,0.066375,0.632687
24251,202.071098,-1.818363,0.219609,0.554276,-0.44204,0.066376,0.632646
24252,202.079431,-1.871746,0.223079,0.51592,-0.442067,0.066384,0.632645
24253,202.087763,-1.721824,0.212647,0.609903,-0.442071,0.066381,0.632625
24254,202.096096,-1.820318,0.219906,0.582146,-0.442055,0.066329,0.63262
24255,202.104428,-1.928831,0.207339,0.567444,-0.442043,0.066343,0.632632
24256,202.112761,-1.761397,0.198631,0.659893,-0.442065,0.066332,0.63264
24257,202.121093,-1.837208,0.217688,0.651778,-0.442083,0.066322,0.632656
24258,202.129425,-1.834951,0.2335,0.6298,-0.442053,0.06627,0.632667
24259,202.137758,-1.759917,0.240343,0.642,-0.442024,0.066175,0.632667
24260,202.14609,-1.70742,0.234962,0.650877,-0.442082,0.06634,0.632671
24261,202.154423,-1.813506,0.222817,0.659138,-0.44204,0.06626,0.632669
24262,202.162755,-1.769224,0.257344,0.590707,-0.442076,0.066361,0.632662
24263,202.171088,-1.637154,0.262247,0.660154,-0.442013,0.066228,0.632631
24264,202.17942,-1.802292,0.236558,0.674182,-0.442055,0.066301,0.632641
24265,202.187753,-1.721723,0.246848,0.711918,-0.442049,0.066374,0.632607
24266,202.196085,-1.754436,0.245394,0.644033,-0.442061,0.066294,0.632645
24267,202.204418,-1.781451,0.250562,0.596789,-0.442066,0.066322,0.632647
24268,202.21275,-1.87219,0.220304,0.614428,-0.44204,0.066354,0.632632
24269,202.221083,-1.808961,0.207867,0.608337,-0.442054,0.0663,0.632638
24270,202.229415,-1.745669,0.233273,0.677322,-0.442054,0.066302,0.632622
24271,202.237748,-1.857161,0.206761,0.660445,-0.442036,0.066325,0.632615
24272,202.24608,-1.986825,0.195546,0.610814,-0.442023,0.066273,0.632614
24273,202.254413,-1.794406,0.220089,0.695257,-0.442015,0.066198,0.632624
24274,202.262745,-1.930905,0.193752,0.570952,-0.442043,0.066341,0.63263
24275,202.271078,-1.87442,0.181754,0.655241,-0.442057,0.066335,0.632639
24276,202.27941,-1.73823,0.245692,0.680729,-0.442008,0.066255,0.632639
24277,202.287743,-1.741399,0.220508,0.650358,-0.442044,0.066334,0.632643
24278,202.296075,-1.712288,0.238336,0.683779,-0.442061,0.066296,0.632661
24279,202.304408,-1.763215,0.226536,0.642545,-0.442057,0.06633,0.632662
24280,202.31274,-1.761679,0.217389,0.602661,-0.442047,0.066349,0.632659
24281,202.321073,-1.800172,0.230948,0.67474,-0.442046,0.066312,0.632647
24282,202.329405,-1.73393,0.21832,0.624586,-0.442054,0.066381,0.632638
24283,202.337738,-1.801105,0.223965,0.611446,-0.442045,0.066332,0.632623
24284,202.34607,-1.772545,0.249646,0.605036,-0.442049,0.066311,0.632632
24285,202.354403,-1.774415,0.203096,0.656974,-0.442025,0.066345,0.632597
24286,202.362735,-1.812438,0.19538,0.615063,-0.442061,0.066399,0.632608
24287,202.371068,-1.699136,0.230125,0.679878,-0.442052,0.066337,0.63259
24288,202.3794,-1.776667,0.195841,0.6679,-0.442038,0.066321,0.632591
24289,202.387733,-1.793225,0.222864,0.653155,-0.442039,0.066348,0.632571
24290,202.396065,-1.893489,0.205873,0.653138,-0.442058,0.066336,0.632599
24291,202.404397,-1.712057,0.235224,0.604053,-0.442054,0.066307,0.632586
24292,202.41273,-1.83084,0.223118,0.631601,-0.442035,0.066319,0.632601
24293,202.421062,-1.901967,0.212364,0.623119,-0.44205,0.066347,0.632625
24294,202.429395,-1.794723,0.209258,0.662998,-0.442057,0.066345,0.632644
24295,202.437727,-1.91941,0.205075,0.649237,-0.442076,0.066356,0.63266
24296,202.44606,-1.859183,0.232866,0.591439,-0.442026,0.066235,0.632663
24297,202.454392,-1.814416,0.250473,0.630951,-0.442048,0.066249,0.632676
24298,202.462725,-1.637123,0.270103,0.671929,-0.442024,0.066196,0.632656
24299,202.471057,-1.835386,0.229701,0.617496,-0.442039,0.066169,0.632658
24300,202.47939,-1.844319,0.230637,0.649912,-0.442011,0.066134,0.632642
