pwm,psi,time
188,7,883.71
188,6.99,883.81
187,6.99,883.91
187,6.98,884.01
187,6.97,884.11
187,6.96,884.21
187,6.98,884.31
187,6.98,884.41
187,6.97,884.51
187,6.96,884.61
187,6.95,884.72
187,6.95,884.82
186,6.98,884.92
186,6.96,885.02
186,6.96,885.12
186,6.99,885.22
186,7,885.32
186,7,885.42
186,7,885.52
186,7,885.63
186,7,885.73
186,7.01,885.83
185,7,885.93
185,6.98,886.03
185,6.99,886.13
185,6.97,886.23
185,6.97,886.33
185,6.97,886.43
185,6.97,886.53
185,6.96,886.64
185,6.96,886.74
185,6.98,886.84
184,7.01,886.94
184,7.01,887.04
184,6.98,887.14
184,6.98,887.24
184,6.98,887.34
184,6.94,887.44
184,6.95,887.54
184,6.94,887.65
184,6.97,887.75
184,6.94,887.85
183,6.95,887.95
183,6.93,888.05
183,6.94,888.15
183,6.94,888.25
183,6.97,888.35
183,6.95,888.45
183,6.98,888.55
183,6.99,888.66
183,6.98,888.76
183,6.94,888.86
182,6.92,888.96
182,6.91,889.06
182,6.96,889.16
182,6.95,889.26
182,6.92,889.36
182,6.89,889.47
182,6.9,889.57
182,6.92,889.67
182,6.96,889.77
182,6.94,889.87
181,6.99,889.97
181,7.01,890.07
181,7,890.17
181,6.92,890.27
181,6.92,890.37
181,6.91,890.47
181,6.96,890.58
181,6.95,890.68
181,6.93,890.78
181,6.92,890.88
180,6.92,890.98
180,6.91,891.08
180,6.91,891.18
180,6.92,891.28
180,6.92,891.39
180,6.92,891.49
180,6.92,891.59
180,6.88,891.69
180,6.88,891.79
180,6.88,891.89
179,6.89,891.99
179,6.87,892.09
179,6.9,892.19
179,6.92,892.29
179,6.93,892.4
179,6.92,892.5
179,6.93,892.6
179,6.93,892.7
179,6.92,892.8
179,6.9,892.9
178,6.89,893
178,6.88,893.1
178,6.88,893.2
178,6.88,893.3
178,6.91,893.41
178,6.9,893.51
178,6.9,893.61
178,6.93,893.71
178,6.94,893.81
178,6.91,893.91
177,6.9,894.01
177,6.89,894.11
177,6.88,894.21
177,6.89,894.32
177,6.88,894.42
177,6.89,894.52
177,6.86,894.62
177,6.87,894.72
177,6.84,894.82
176,6.84,894.92
176,6.82,895.02
176,6.83,895.12
176,6.84,895.22
176,6.84,895.33
176,6.86,895.43
176,6.85,895.53
176,6.86,895.63
176,6.86,895.73
176,6.85,895.83
175,6.85,895.93
175,6.87,896.03
175,6.86,896.13
175,6.83,896.23
175,6.84,896.34
175,6.86,896.44
175,6.89,896.54
175,6.87,896.64
175,6.88,896.74
175,6.9,896.84
174,6.89,896.94
174,6.83,897.04
174,6.8,897.15
174,6.8,897.25
174,6.82,897.35
174,6.82,897.45
174,6.81,897.55
174,6.82,897.65
174,6.83,897.75
174,6.8,897.85
173,6.78,897.95
173,6.8,898.05
173,6.8,898.16
173,6.81,898.26
173,6.81,898.36
173,6.83,898.46
173,6.82,898.56
173,6.81,898.66
173,6.81,898.76
173,6.81,898.86
172,6.8,898.96
172,6.78,899.07
172,6.78,899.17
172,6.76,899.27
172,6.71,899.37
172,6.7,899.47
172,6.69,899.57
172,6.69,899.67
172,6.69,899.77
172,6.67,899.87
171,6.67,899.97
171,6.67,900.08
171,6.74,900.18
171,6.76,900.28
171,6.73,900.38
171,6.69,900.48
171,6.7,900.58
171,6.68,900.68
171,6.68,900.78
171,6.66,900.88
170,6.65,900.98
170,6.63,901.09
170,6.66,901.19
170,6.7,901.29
170,6.69,901.39
170,6.69,901.49
170,6.63,901.59
170,6.62,901.69
170,6.6,901.79
170,6.59,901.89
169,6.59,902
169,6.58,902.1
169,6.57,902.2
169,6.58,902.3
169,6.57,902.4
169,6.57,902.5
169,6.57,902.6
169,6.56,902.7
169,6.57,902.8
169,6.55,902.91
168,6.56,903.01
168,6.56,903.11
168,6.54,903.21
168,6.57,903.31
168,6.57,903.41
168,6.57,903.51
168,6.57,903.61
168,6.57,903.71
168,6.54,903.81
168,6.5,903.91
167,6.5,904.02
167,6.49,904.12
167,6.46,904.22
167,6.44,904.32
167,6.47,904.42
167,6.47,904.52
167,6.47,904.62
167,6.48,904.72
167,6.48,904.83
167,6.48,904.93
166,6.45,905.03
166,6.46,905.13
166,6.46,905.23
166,6.46,905.33
166,6.46,905.43
166,6.46,905.53
166,6.46,905.63
166,6.46,905.73
166,6.48,905.84
165,6.49,905.94
165,6.5,906.04
165,6.48,906.14
165,6.48,906.24
165,6.5,906.34
165,6.54,906.44
165,6.52,906.54
165,6.53,906.64
165,6.5,906.75
165,6.49,906.85
164,6.47,906.95
164,6.48,907.05
164,6.49,907.15
164,6.53,907.25
164,6.52,907.35
164,6.5,907.45
164,6.46,907.55
164,6.47,907.65
164,6.46,907.76
164,6.45,907.86
163,6.45,907.96
163,6.41,908.06
163,6.37,908.16
163,6.39,908.26
163,6.42,908.36
163,6.43,908.46
163,6.4,908.56
163,6.41,908.66
163,6.4,908.77
163,6.42,908.87
162,6.44,908.97
162,6.44,909.07
162,6.42,909.17
162,6.39,909.27
162,6.41,909.37
162,6.38,909.47
162,6.39,909.57
162,6.37,909.67
162,6.34,909.78
162,6.35,909.88
161,6.35,909.98
161,6.4,910.08
161,6.38,910.18
161,6.38,910.28
161,6.38,910.38
161,6.36,910.48
161,6.38,910.59
161,6.39,910.69
161,6.38,910.79
161,6.37,910.89
160,6.37,910.99
160,6.35,911.09
160,6.32,911.19
160,6.31,911.29
160,6.31,911.39
160,6.31,911.49
160,6.3,911.59
160,6.3,911.7
160,6.31,911.8
160,6.31,911.9
159,6.32,912
159,6.32,912.1
159,6.32,912.2
159,6.3,912.3
159,6.29,912.4
159,6.27,912.51
159,6.29,912.61
159,6.3,912.71
159,6.3,912.81
159,6.33,912.91
158,6.29,913.01
158,6.29,913.11
158,6.27,913.21
158,6.28,913.31
158,6.27,913.41
158,6.24,913.52
158,6.23,913.62
158,6.25,913.72
158,6.28,913.82
158,6.27,913.92
157,6.3,914.02
157,6.29,914.12
157,6.29,914.22
157,6.3,914.32
157,6.3,914.42
157,6.28,914.53
157,6.27,914.63
157,6.23,914.73
157,6.24,914.83
157,6.25,914.93
156,6.25,915.03
156,6.25,915.13
156,6.27,915.23
156,6.26,915.33
156,6.29,915.44
156,6.29,915.54
156,6.27,915.64
156,6.23,915.74
156,6.23,915.84
155,6.23,915.94
155,6.22,916.04
155,6.22,916.14
155,6.23,916.24
155,6.22,916.34
155,6.22,916.45
155,6.26,916.55
155,6.27,916.65
155,6.29,916.75
155,6.22,916.85
154,6.22,916.95
154,6.21,917.05
154,6.24,917.15
154,6.24,917.25
154,6.23,917.35
154,6.2,917.46
154,6.2,917.56
154,6.19,917.66
154,6.2,917.76
154,6.21,917.86
153,6.23,917.96
153,6.23,918.06
153,6.23,918.16
153,6.2,918.27
153,6.2,918.37
153,6.2,918.47
153,6.2,918.57
153,6.2,918.67
153,6.2,918.77
153,6.23,918.87
152,6.23,918.97
152,6.22,919.07
152,6.21,919.17
152,6.21,919.28
152,6.18,919.38
152,6.17,919.48
152,6.16,919.58
152,6.17,919.68
152,6.18,919.78
152,6.18,919.88
151,6.2,919.98
151,6.23,920.08
151,6.21,920.19
151,6.17,920.29
151,6.19,920.39
151,6.17,920.49
151,6.15,920.59
151,6.16,920.69
151,6.17,920.79
151,6.16,920.89
150,6.13,920.99
150,6.16,921.09
150,6.16,921.2
150,6.15,921.3
150,6.16,921.4
150,6.16,921.5
150,6.16,921.6
150,6.16,921.7
150,6.15,921.8
150,6.13,921.9
149,6.15,922
149,6.14,922.1
149,6.15,922.21
149,6.16,922.31
149,6.17,922.41
149,6.11,922.51
149,6.1,922.61
149,6.11,922.71
149,6.1,922.81
149,6.09,922.91
148,6.11,923.01
148,6.11,923.11
148,6.1,923.22
148,6.11,923.32
148,6.13,923.42
148,6.13,923.52
148,6.12,923.62
148,6.1,923.72
148,6.09,923.82
148,6.07,923.92
147,6.06,924.03
147,6.07,924.13
147,6.08,924.23
147,6.09,924.33
147,6.08,924.43
147,6.09,924.53
147,6.08,924.63
147,6.05,924.73
147,6.04,924.83
147,6.05,924.93
146,6.08,925.03
146,6.09,925.14
146,6.09,925.24
146,6.09,925.34
146,6.07,925.44
146,6.06,925.54
146,6.01,925.64
146,5.99,925.74
146,5.99,925.84
146,6,925.95
145,5.99,926.05
145,5.98,926.15
145,5.98,926.25
145,5.98,926.35
145,5.97,926.45
145,5.96,926.55
145,5.94,926.65
145,5.92,926.75
145,5.94,926.85
144,5.92,926.96
144,5.9,927.06
144,5.89,927.16
144,5.9,927.26
144,5.92,927.36
144,5.92,927.46
144,5.93,927.56
144,5.92,927.66
144,5.92,927.76
144,5.91,927.86
143,5.91,927.97
143,5.9,928.07
143,5.88,928.17
143,5.89,928.27
143,5.88,928.37
143,5.84,928.47
143,5.87,928.57
143,5.86,928.67
143,5.89,928.77
143,5.89,928.88
142,5.89,928.98
142,5.89,929.08
142,5.87,929.18
142,5.84,929.28
142,5.83,929.38
142,5.84,929.48
142,5.87,929.58
142,5.86,929.68
142,5.85,929.78
142,5.87,929.89
141,5.88,929.99
141,5.87,930.09
141,5.85,930.19
141,5.86,930.29
141,5.84,930.39
141,5.85,930.49
141,5.85,930.59
141,5.84,930.69
141,5.83,930.79
141,5.83,930.9
140,5.89,931
140,5.88,931.1
140,5.88,931.2
140,5.85,931.3
140,5.86,931.4
140,5.86,931.5
140,5.84,931.6
140,5.84,931.71
140,5.84,931.81
140,5.86,931.91
139,5.85,932.01
139,5.87,932.11
139,5.87,932.21
139,5.87,932.31
139,5.86,932.41
139,5.84,932.51
139,5.83,932.61
139,5.85,932.72
139,5.86,932.82
139,5.87,932.92
138,5.92,933.02
138,5.92,933.12
138,5.86,933.22
138,5.84,933.32
138,5.82,933.42
138,5.8,933.52
138,5.77,933.63
138,5.77,933.73
138,5.7,933.83
138,5.7,933.93
137,5.7,934.03
137,5.71,934.13
137,5.71,934.23
137,5.68,934.33
137,5.7,934.43
137,5.67,934.53
137,5.64,934.64
137,5.61,934.74
137,5.59,934.84
137,5.59,934.94
136,5.6,935.04
136,5.59,935.14
136,5.6,935.24
136,5.58,935.34
136,5.58,935.44
136,5.55,935.54
136,5.54,935.65
136,5.54,935.75
136,5.55,935.85
136,5.54,935.95
135,5.53,936.05
135,5.54,936.15
135,5.52,936.25
135,5.51,936.35
135,5.51,936.45
135,5.46,936.55
135,5.5,936.66
135,5.5,936.76
135,5.5,936.86
135,5.5,936.96
134,5.48,937.06
134,5.45,937.16
134,5.45,937.26
134,5.46,937.36
134,5.45,937.47
134,5.44,937.57
134,5.43,937.67
134,5.44,937.77
134,5.44,937.87
133,5.43,937.97
133,5.4,938.07
133,5.4,938.17
133,5.4,938.27
133,5.43,938.37
133,5.41,938.47
133,5.39,938.58
133,5.36,938.68
133,5.35,938.78
133,5.35,938.88
132,5.33,938.98
132,5.31,939.08
132,5.33,939.18
132,5.33,939.28
132,5.32,939.39
132,5.34,939.49
132,5.35,939.59
132,5.34,939.69
132,5.33,939.79
132,5.32,939.89
131,5.33,939.99
131,5.33,940.09
131,5.33,940.19
131,5.3,940.29
131,5.27,940.4
131,5.27,940.5
131,5.33,940.6
131,5.33,940.7
131,5.35,940.8
131,5.25,940.9
130,5.26,941
130,5.23,941.1
130,5.22,941.2
130,5.23,941.3
130,5.23,941.41
130,5.23,941.51
130,5.21,941.61
130,5.21,941.71
130,5.2,941.81
130,5.19,941.91
129,5.2,942.01
129,5.2,942.11
129,5.19,942.21
129,5.19,942.32
129,5.18,942.42
129,5.17,942.52
129,5.21,942.62
129,5.19,942.72
129,5.16,942.82
129,5.1,942.92
128,5.11,943.02
128,5.14,943.12
128,5.17,943.22
128,5.15,943.33
128,5.09,943.43
128,5.07,943.53
128,5.07,943.63
128,5.1,943.73
128,5.09,943.83
128,5.09,943.93
127,5.11,944.03
127,5.11,944.13
127,5.09,944.23
127,5.05,944.34
127,5.05,944.44
127,5.03,944.54
127,5.05,944.64
127,5.03,944.74
127,4.99,944.84
127,4.97,944.94
126,4.96,945.04
126,4.95,945.15
126,4.96,945.25
126,4.95,945.35
126,4.92,945.45
126,4.93,945.55
126,4.92,945.65
126,4.94,945.75
126,4.93,945.85
126,4.9,945.95
125,4.88,946.05
125,4.88,946.16
125,4.88,946.26
125,4.9,946.36
125,4.88,946.46
125,4.86,946.56
125,4.86,946.66
125,4.84,946.76
125,4.86,946.86
125,4.84,946.96
124,4.81,947.07
124,4.78,947.17
124,4.77,947.27
124,4.78,947.37
124,4.78,947.47
124,4.75,947.57
124,4.73,947.67
124,4.72,947.77
124,4.7,947.87
123,4.73,947.97
123,4.73,948.08
123,4.73,948.18
123,4.73,948.28
123,4.73,948.38
123,4.71,948.48
123,4.67,948.58
123,4.66,948.68
123,4.66,948.78
123,4.66,948.88
122,4.63,948.98
122,4.64,949.09
122,4.63,949.19
122,4.61,949.29
122,4.57,949.39
122,4.49,949.49
122,4.42,949.59
122,4.33,949.69
122,4.26,949.79
122,4.2,949.89
121,4.12,950
121,4.08,950.1
121,4.04,950.2
121,4.01,950.3
121,3.95,950.4
121,3.91,950.5
121,3.86,950.6
121,3.82,950.7
121,3.77,950.8
121,3.72,950.91
120,3.66,951.01
120,3.59,951.11
120,3.52,951.21
120,3.48,951.31
120,3.46,951.41
120,3.4,951.51
120,3.33,951.61
120,3.28,951.71
120,3.25,951.81
120,3.24,951.91
119,3.21,952.02
119,3.14,952.12
119,3.14,952.22
119,3.1,952.32
119,3.06,952.42
119,3.02,952.52
119,3,952.62
119,2.94,952.72
119,2.91,952.83
119,2.89,952.93
118,2.87,953.03
118,2.85,953.13
118,2.86,953.23
118,2.93,953.33
118,2.96,953.43
118,2.97,953.53
118,2.96,953.63
118,2.96,953.73
118,2.96,953.84
118,2.93,953.94
117,2.95,954.04
117,2.97,954.14
117,2.99,954.24
117,3,954.34
117,3.02,954.44
117,3.02,954.54
117,3.01,954.64
117,3.06,954.75
117,3.08,954.85
117,3.07,954.95
116,3,955.05
116,3,955.15
116,3.01,955.25
116,2.99,955.35
116,2.95,955.45
116,2.92,955.55
116,2.91,955.65
116,2.89,955.76
116,2.85,955.86
116,2.79,955.96
115,2.77,956.06
115,2.77,956.16
115,2.72,956.26
115,2.68,956.36
115,2.64,956.46
115,2.65,956.56
115,2.64,956.66
115,2.66,956.77
115,2.7,956.87
115,2.7,956.97
114,2.67,957.07
114,2.67,957.17
114,2.69,957.27
114,2.71,957.37
114,2.71,957.47
114,2.75,957.57
114,2.77,957.67
114,2.78,957.78
114,2.79,957.88
114,2.79,957.98
113,2.81,958.08
113,2.8,958.18
113,2.78,958.28
113,2.77,958.38
113,2.76,958.48
113,2.71,958.59
113,2.66,958.69
113,2.65,958.79
113,2.62,958.89
112,2.62,958.99
112,2.6,959.09
112,2.56,959.19
112,2.6,959.29
112,2.57,959.39
112,2.54,959.49
112,2.49,959.59
112,2.48,959.7
112,2.42,959.8
112,2.41,959.9
111,2.4,960
111,2.41,960.1
111,2.46,960.2
111,2.46,960.3
111,2.5,960.4
111,2.52,960.51
111,2.53,960.61
111,2.52,960.71
111,2.54,960.81
111,2.54,960.91
110,2.55,961.01
110,2.53,961.11
110,2.53,961.21
110,2.5,961.31
110,2.47,961.41
110,2.47,961.52
110,2.47,961.62
110,2.45,961.72
110,2.41,961.82
110,2.4,961.92
109,2.38,962.02
109,2.35,962.12
109,2.33,962.22
109,2.31,962.32
109,2.32,962.42
109,2.31,962.53
109,2.29,962.63
109,2.24,962.73
109,2.24,962.83
109,2.25,962.93
108,2.27,963.03
108,2.29,963.13
108,2.3,963.23
108,2.29,963.33
108,2.29,963.44
108,2.26,963.54
108,2.24,963.64
108,2.23,963.74
108,2.26,963.84
108,2.24,963.94
107,2.22,964.04
107,2.21,964.14
107,2.18,964.24
107,2.16,964.34
107,2.15,964.45
107,2.14,964.55
107,2.1,964.65
107,2.11,964.75
107,2.11,964.85
107,2.14,964.95
106,2.15,965.05
106,2.16,965.15
106,2.15,965.25
106,2.15,965.35
106,2.13,965.46
106,2.12,965.56
106,2.1,965.66
106,2.11,965.76
106,2.09,965.86
106,2.1,965.96
105,2.09,966.06
105,2.09,966.16
105,2.06,966.27
105,2.08,966.37
105,2.06,966.47
105,2.03,966.57
105,1.99,966.67
105,1.98,966.77
105,1.95,966.87
105,1.95,966.97
104,1.94,967.07
104,1.96,967.17
104,1.97,967.28
104,1.97,967.38
104,1.94,967.48
104,1.93,967.58
104,1.91,967.68
104,1.9,967.78
104,1.91,967.88
104,1.9,967.98
103,1.92,968.08
103,1.93,968.19
103,1.92,968.29
103,1.88,968.39
103,1.85,968.49
103,1.86,968.59
103,1.85,968.69
103,1.82,968.79
103,1.89,968.89
102,1.91,968.99
102,1.92,969.09
102,1.92,969.2
102,1.92,969.3
102,1.89,969.4
102,1.82,969.5
102,1.8,969.6
102,1.81,969.7
102,1.82,969.8
102,1.81,969.9
101,1.84,970
101,1.85,970.1
101,1.83,970.21
101,1.79,970.31
101,1.77,970.41
101,1.74,970.51
101,1.75,970.61
101,1.74,970.71
101,1.74,970.81
101,1.77,970.91
100,1.77,971.01
100,1.73,971.11
100,1.72,971.22
100,1.71,971.32
100,1.68,971.42
100,1.68,971.52
100,1.68,971.62
100,1.69,971.72
100,1.71,971.82
100,1.69,971.92
99,1.69,972.03
99,1.7,972.13
99,1.7,972.23
99,1.68,972.33
99,1.68,972.43
99,1.66,972.53
99,1.66,972.63
99,1.65,972.73
99,1.66,972.83
99,1.66,972.93
98,1.67,973.03
98,1.64,973.14
98,1.63,973.24
98,1.61,973.34
98,1.61,973.44
98,1.59,973.54
98,1.6,973.64
98,1.6,973.74
98,1.6,973.84
98,1.62,973.95
97,1.63,974.05
97,1.61,974.15
97,1.6,974.25
97,1.59,974.35
97,1.6,974.45
97,1.57,974.55
97,1.55,974.65
97,1.57,974.75
97,1.55,974.85
97,1.54,974.96
96,1.53,975.06
96,1.55,975.16
96,1.54,975.26
96,1.54,975.36
96,1.53,975.46
96,1.53,975.56
96,1.54,975.66
96,1.53,975.76
96,1.53,975.86
96,1.47,975.97
95,1.46,976.07
95,1.47,976.17
95,1.52,976.27
95,1.54,976.37
95,1.51,976.47
95,1.47,976.57
95,1.46,976.67
95,1.48,976.77
95,1.53,976.88
95,1.51,976.98
94,1.46,977.08
94,1.45,977.18
94,1.44,977.28
94,1.45,977.38
94,1.44,977.48
94,1.43,977.58
94,1.44,977.68
94,1.44,977.78
94,1.44,977.89
94,1.43,977.99
93,1.45,978.09
93,1.44,978.19
93,1.47,978.29
93,1.45,978.39
93,1.43,978.49
93,1.41,978.59
93,1.37,978.69
93,1.41,978.79
93,1.38,978.9
93,1.4,979
92,1.4,979.1
92,1.4,979.2
92,1.39,979.3
92,1.42,979.4
92,1.4,979.5
92,1.37,979.6
92,1.33,979.71
92,1.34,979.81
92,1.33,979.91
91,1.34,980.01
91,1.32,980.11
91,1.31,980.21
91,1.33,980.31
91,1.31,980.41
91,1.31,980.51
91,1.31,980.61
91,1.31,980.72
91,1.31,980.82
91,1.29,980.92
90,1.29,981.02
90,1.29,981.12
90,1.27,981.22
90,1.28,981.32
90,1.27,981.42
90,1.25,981.52
90,1.23,981.63
90,1.24,981.73
90,1.25,981.83
90,1.32,981.93
89,1.31,982.03
89,1.31,982.13
89,1.27,982.23
89,1.27,982.33
89,1.23,982.43
89,1.24,982.53
89,1.21,982.64
89,1.2,982.74
89,1.19,982.84
89,1.2,982.94
88,1.22,983.04
88,1.2,983.14
88,1.2,983.24
88,1.17,983.34
88,1.17,983.44
88,1.17,983.54
88,1.17,983.65
88,1.18,983.75
88,1.19,983.85
88,1.19,983.95
87,1.19,984.05
87,1.18,984.15
87,1.18,984.25
87,1.16,984.35
87,1.14,984.45
87,1.13,984.55
87,1.15,984.66
87,1.12,984.76
87,1.1,984.86
87,1.09,984.96
86,1.05,985.06
86,1.05,985.16
86,1.07,985.26
86,1.08,985.36
86,1.05,985.47
86,1.04,985.57
86,1.02,985.67
86,1.02,985.77
86,1.07,985.87
86,1.07,985.97
85,1.05,986.07
85,1.06,986.17
85,1.04,986.27
85,1.05,986.37
85,1.06,986.47
85,1.05,986.58
85,1.05,986.68
85,1.02,986.78
85,1.01,986.88
85,1.03,986.98
84,1.04,987.08
84,1.04,987.18
84,1.01,987.28
84,0.98,987.39
84,0.96,987.49
84,0.95,987.59
84,0.97,987.69
84,0.97,987.79
84,0.97,987.89
84,0.96,987.99
83,0.95,988.09
83,0.95,988.19
83,0.94,988.29
83,0.93,988.4
83,0.93,988.5
83,0.91,988.6
83,0.95,988.7
83,0.95,988.8
83,0.94,988.9
83,0.91,989
82,0.9,989.1
82,0.9,989.2
82,0.93,989.3
82,0.92,989.41
82,0.9,989.51
82,0.88,989.61
82,0.87,989.71
82,0.83,989.81
82,0.84,989.91
82,0.83,990.01
81,0.86,990.11
81,0.83,990.21
81,0.82,990.32
81,0.85,990.42
81,0.86,990.52
81,0.83,990.62
81,0.81,990.72
81,0.81,990.82
81,0.81,990.92
80,0.81,991.02
80,0.79,991.12
80,0.76,991.22
80,0.73,991.33
80,0.73,991.43
80,0.72,991.53
80,0.73,991.63
80,0.71,991.73
80,0.7,991.83
80,0.68,991.93
79,0.68,992.03
79,0.69,992.13
79,0.68,992.23
79,0.66,992.34
79,0.68,992.44
79,0.66,992.54
79,0.66,992.64
79,0.67,992.74
79,0.68,992.84
79,0.62,992.94
78,0.64,993.04
78,0.61,993.15
78,0.59,993.25
78,0.58,993.35
78,0.59,993.45
78,0.57,993.55
78,0.55,993.65
78,0.54,993.75
78,0.54,993.85
78,0.54,993.95
77,0.59,994.05
77,0.6,994.16
77,0.57,994.26
77,0.56,994.36
77,0.58,994.46
77,0.55,994.56
77,0.54,994.66
77,0.54,994.76
77,0.52,994.86
77,0.46,994.96
76,0.46,995.07
76,0.45,995.17
76,0.46,995.27
76,0.44,995.37
76,0.44,995.47
76,0.44,995.57
76,0.45,995.67
76,0.43,995.77
76,0.44,995.87
76,0.42,995.97
75,0.44,996.08
75,0.42,996.18
75,0.43,996.28
75,0.42,996.38
75,0.41,996.48
75,0.37,996.58
75,0.35,996.68
75,0.36,996.78
75,0.39,996.88
75,0.39,996.98
74,0.36,997.09
74,0.34,997.19
74,0.34,997.29
74,0.34,997.39
74,0.35,997.49
74,0.35,997.59
74,0.34,997.69
74,0.34,997.79
74,0.34,997.89
74,0.34,998
73,0.33,998.1
73,0.32,998.2
73,0.34,998.3
73,0.35,998.4
73,0.35,998.5
73,0.28,998.6
73,0.27,998.7
73,0.28,998.8
73,0.28,998.91
73,0.28,999.01
72,0.26,999.11
72,0.25,999.21
72,0.24,999.31
72,0.25,999.41
72,0.27,999.51
72,0.28,999.61
72,0.26,999.71
72,0.26,999.81
72,0.24,999.91
72,0.28,1000.02
71,0.27,1000.12
71,0.27,1000.22
71,0.23,1000.32
71,0.23,1000.42
71,0.24,1000.52
71,0.25,1000.62
71,0.25,1000.72
71,0.26,1000.83
71,0.26,1000.93
70,0.24,1001.03
70,0.17,1001.13
70,0.17,1001.23
70,0.17,1001.33
70,0.25,1001.43
70,0.25,1001.53
70,0.26,1001.63
70,0.23,1001.73
70,0.23,1001.84
70,0.22,1001.94
71,0.22,1002.04
71,0.23,1002.14
71,0.21,1002.24
71,0.2,1002.34
71,0.18,1002.44
71,0.21,1002.54
71,0.2,1002.64
71,0.22,1002.75
71,0.21,1002.85
71,0.2,1002.95
72,0.2,1003.05
72,0.17,1003.15
72,0.16,1003.25
72,0.18,1003.35
72,0.19,1003.45
72,0.2,1003.55
72,0.18,1003.65
72,0.16,1003.76
72,0.16,1003.86
72,0.16,1003.96
73,0.15,1004.06
73,0.15,1004.16
73,0.16,1004.26
73,0.15,1004.36
73,0.15,1004.46
73,0.12,1004.56
73,0.16,1004.66
73,0.16,1004.77
73,0.16,1004.87
73,0.15,1004.97
74,0.11,1005.07
74,0.09,1005.17
74,0.08,1005.27
74,0.1,1005.37
74,0.1,1005.47
74,0.1,1005.57
74,0.12,1005.67
74,0.12,1005.78
74,0.13,1005.88
74,0.13,1005.98
75,0.11,1006.08
75,0.11,1006.18
75,0.1,1006.28
75,0.09,1006.38
75,0.11,1006.48
75,0.11,1006.59
75,0.12,1006.69
75,0.1,1006.79
75,0.1,1006.89
75,0.11,1006.99
76,0.11,1007.09
76,0.1,1007.19
76,0.11,1007.29
76,0.1,1007.39
76,0.1,1007.49
76,0.09,1007.59
76,0.09,1007.7
76,0.09,1007.8
76,0.09,1007.9
76,0.08,1008
77,0.09,1008.1
77,0.09,1008.2
77,0.11,1008.3
77,0.11,1008.4
77,0.08,1008.51
77,0.05,1008.61
77,0.06,1008.71
77,0.1,1008.81
77,0.11,1008.91
77,0.11,1009.01
78,0.1,1009.11
78,0.1,1009.21
78,0.07,1009.31
78,0.06,1009.41
78,0.03,1009.52
78,0.07,1009.62
78,0.08,1009.72
78,0.09,1009.82
78,0.08,1009.92
78,0.07,1010.02
79,0.06,1010.12
79,0.02,1010.22
79,0.04,1010.32
79,0.07,1010.42
79,0.1,1010.53
79,0.1,1010.63
79,0.06,1010.73
79,0.04,1010.83
79,0.03,1010.93
79,0.06,1011.03
80,0.05,1011.13
80,0.05,1011.23
80,0,1011.33
80,0.01,1011.44
80,0.02,1011.54
80,0.01,1011.64
80,0.02,1011.74
80,0,1011.84
80,0,1011.94
81,0,1012.04
81,0.06,1012.14
81,0.09,1012.24
81,0.08,1012.34
81,0.05,1012.45
81,0.06,1012.55
81,0.07,1012.65
81,0.11,1012.75
81,0.09,1012.85
81,0.09,1012.95
82,0.07,1013.05
82,0.04,1013.15
82,0.04,1013.25
82,0.06,1013.35
82,0.07,1013.46
82,0.04,1013.56
82,0.03,1013.66
82,0.03,1013.76
82,0,1013.86
82,0.01,1013.96
83,0.02,1014.06
83,0.08,1014.16
83,0.1,1014.27
83,0.06,1014.37
83,0.02,1014.47
83,0.01,1014.57
83,0.03,1014.67
83,0.02,1014.77
83,-0.01,1014.87
83,-0.01,1014.97
84,-0.01,1015.07
84,0,1015.17
84,0.05,1015.28
84,0.07,1015.38
84,0.15,1015.48
84,0.27,1015.58
84,0.42,1015.68
84,0.55,1015.78
84,0.67,1015.88
84,0.77,1015.98
85,0.8,1016.08
85,0.83,1016.19
85,0.89,1016.29
85,0.93,1016.39
85,0.94,1016.49
85,0.94,1016.59
85,0.96,1016.69
85,0.98,1016.79
85,0.96,1016.89
85,0.93,1016.99
86,0.95,1017.09
86,0.94,1017.2
86,0.96,1017.3
86,0.97,1017.4
86,0.98,1017.5
86,0.97,1017.6
86,0.98,1017.7
86,1.01,1017.8
86,1,1017.9
86,1.01,1018
87,0.97,1018.1
87,1.01,1018.21
87,1.01,1018.31
87,1.06,1018.41
87,1.05,1018.51
87,1.05,1018.61
87,1.02,1018.71
87,1.04,1018.81
87,1.06,1018.91
87,1.04,1019.01
88,1.04,1019.11
88,1.05,1019.22
88,1.07,1019.32
88,1.09,1019.42
88,1.04,1019.52
88,1.05,1019.62
88,1.05,1019.72
88,1.1,1019.82
88,1.09,1019.92
88,1.09,1020.03
89,1.11,1020.13
89,1.12,1020.23
89,1.13,1020.33
89,1.13,1020.43
89,1.12,1020.53
89,1.1,1020.63
89,1.11,1020.73
89,1.12,1020.83
89,1.15,1020.93
89,1.16,1021.03
90,1.15,1021.14
90,1.17,1021.24
90,1.17,1021.34
90,1.16,1021.44
90,1.14,1021.54
90,1.13,1021.64
90,1.16,1021.74
90,1.19,1021.84
90,1.21,1021.95
90,1.19,1022.05
91,1.21,1022.15
91,1.21,1022.25
91,1.22,1022.35
91,1.23,1022.45
91,1.23,1022.55
91,1.25,1022.65
91,1.24,1022.75
91,1.24,1022.85
91,1.23,1022.96
92,1.25,1023.06
92,1.27,1023.16
92,1.29,1023.26
