pwm,psi,time
90,1.29,1481.73
90,1.28,1481.83
90,1.22,1481.94
90,1.21,1482.04
90,1.2,1482.14
90,1.21,1482.24
90,1.19,1482.34
90,1.2,1482.44
89,1.22,1482.54
89,1.22,1482.64
89,1.2,1482.75
89,1.19,1482.85
89,1.19,1482.95
89,1.21,1483.05
89,1.24,1483.15
89,1.21,1483.25
89,1.18,1483.35
89,1.21,1483.45
88,1.18,1483.55
88,1.17,1483.65
88,1.16,1483.76
88,1.17,1483.86
88,1.16,1483.96
88,1.16,1484.06
88,1.15,1484.16
88,1.14,1484.26
88,1.13,1484.36
88,1.1,1484.46
87,1.1,1484.56
87,1.1,1484.67
87,1.15,1484.77
87,1.15,1484.87
87,1.12,1484.97
87,1.15,1485.07
87,1.13,1485.17
87,1.11,1485.27
87,1.04,1485.37
87,1.05,1485.47
86,1.07,1485.57
86,1.1,1485.68
86,1.07,1485.78
86,1.07,1485.88
86,1.05,1485.98
86,1.05,1486.08
86,1.05,1486.18
86,1.04,1486.28
86,1.06,1486.38
86,1.03,1486.48
85,1.04,1486.58
85,1.07,1486.69
85,1.06,1486.79
85,1.06,1486.89
85,1.04,1486.99
85,1.04,1487.09
85,1.02,1487.19
85,1.01,1487.29
85,0.98,1487.39
85,0.99,1487.49
84,0.98,1487.59
84,0.99,1487.7
84,0.98,1487.8
84,0.99,1487.9
84,0.97,1488
84,0.96,1488.1
84,0.94,1488.2
84,0.94,1488.3
84,0.95,1488.4
84,0.95,1488.51
83,0.97,1488.61
83,0.93,1488.71
83,0.94,1488.81
83,0.93,1488.91
83,0.93,1489.01
83,0.94,1489.11
83,0.92,1489.21
83,0.87,1489.31
83,0.85,1489.41
83,0.81,1489.52
82,0.75,1489.62
82,0.76,1489.72
82,0.77,1489.82
82,0.79,1489.92
82,0.76,1490.02
82,0.78,1490.12
82,0.8,1490.22
82,0.79,1490.32
82,0.79,1490.43
82,0.76,1490.53
81,0.76,1490.63
81,0.71,1490.73
81,0.7,1490.83
81,0.71,1490.93
81,0.71,1491.03
81,0.74,1491.13
81,0.73,1491.23
81,0.71,1491.33
81,0.71,1491.44
80,0.67,1491.54
80,0.65,1491.64
80,0.61,1491.74
80,0.6,1491.84
80,0.6,1491.94
80,0.62,1492.04
80,0.64,1492.14
80,0.62,1492.24
80,0.6,1492.34
80,0.57,1492.45
79,0.57,1492.55
79,0.57,1492.65
79,0.57,1492.75
79,0.56,1492.85
79,0.54,1492.95
79,0.56,1493.05
79,0.54,1493.15
79,0.52,1493.25
79,0.53,1493.35
79,0.5,1493.46
78,0.47,1493.56
78,0.46,1493.66
78,0.46,1493.76
78,0.46,1493.86
78,0.45,1493.96
78,0.44,1494.06
78,0.44,1494.16
78,0.43,1494.27
78,0.46,1494.37
78,0.46,1494.47
77,0.46,1494.57
77,0.44,1494.67
77,0.42,1494.77
77,0.4,1494.87
77,0.44,1494.97
77,0.44,1495.07
77,0.43,1495.17
77,0.41,1495.28
77,0.39,1495.38
77,0.43,1495.48
76,0.43,1495.58
76,0.41,1495.68
76,0.36,1495.78
76,0.35,1495.88
76,0.34,1495.98
76,0.38,1496.08
76,0.38,1496.19
76,0.37,1496.29
76,0.35,1496.39
76,0.35,1496.49
75,0.34,1496.59
75,0.35,1496.69
75,0.33,1496.79
75,0.34,1496.89
75,0.34,1496.99
75,0.35,1497.09
75,0.35,1497.19
75,0.34,1497.3
75,0.34,1497.4
75,0.32,1497.5
74,0.32,1497.6
74,0.31,1497.7
74,0.33,1497.8
74,0.34,1497.9
74,0.32,1498
74,0.29,1498.1
74,0.27,1498.21
74,0.31,1498.31
74,0.32,1498.41
74,0.32,1498.51
73,0.27,1498.61
73,0.26,1498.71
73,0.24,1498.81
73,0.25,1498.91
73,0.25,1499.01
73,0.26,1499.11
73,0.27,1499.22
73,0.29,1499.32
73,0.27,1499.42
73,0.26,1499.52
72,0.25,1499.62
72,0.24,1499.72
72,0.22,1499.82
72,0.22,1499.92
72,0.25,1500.03
72,0.25,1500.13
72,0.23,1500.23
72,0.18,1500.33
72,0.17,1500.43
72,0.18,1500.53
71,0.22,1500.63
71,0.22,1500.73
71,0.22,1500.83
71,0.22,1500.93
71,0.22,1501.04
71,0.21,1501.14
71,0.21,1501.24
71,0.19,1501.34
71,0.22,1501.44
70,0.21,1501.54
70,0.2,1501.64
70,0.18,1501.74
70,0.18,1501.84
70,0.2,1501.94
70,0.2,1502.05
70,0.2,1502.15
70,0.17,1502.25
70,0.13,1502.35
70,0.12,1502.45
71,0.15,1502.55
71,0.14,1502.65
71,0.15,1502.75
71,0.16,1502.85
71,0.18,1502.95
71,0.16,1503.06
71,0.14,1503.16
71,0.14,1503.26
71,0.16,1503.36
71,0.16,1503.46
72,0.17,1503.56
72,0.14,1503.66
72,0.14,1503.76
72,0.13,1503.86
72,0.12,1503.97
72,0.13,1504.07
72,0.12,1504.17
72,0.1,1504.27
72,0.1,1504.37
72,0.1,1504.47
73,0.11,1504.57
73,0.1,1504.67
73,0.11,1504.77
73,0.11,1504.88
73,0.12,1504.98
73,0.11,1505.08
73,0.11,1505.18
73,0.1,1505.28
73,0.11,1505.38
73,0.12,1505.48
74,0.1,1505.58
74,0.09,1505.68
74,0.09,1505.79
74,0.09,1505.89
74,0.08,1505.99
74,0.09,1506.09
74,0.08,1506.19
74,0.09,1506.29
74,0.08,1506.39
74,0.09,1506.49
75,0.09,1506.59
75,0.08,1506.69
75,0.09,1506.8
75,0.1,1506.9
75,0.09,1507
75,0.07,1507.1
75,0.07,1507.2
75,0.06,1507.3
75,0.06,1507.4
75,0.06,1507.5
76,0.07,1507.6
76,0.08,1507.7
76,0.08,1507.81
76,0.08,1507.91
76,0.08,1508.01
76,0.08,1508.11
76,0.07,1508.21
76,0.06,1508.31
76,0.07,1508.41
76,0.1,1508.51
77,0.09,1508.61
77,0.08,1508.71
77,0.11,1508.82
77,0.13,1508.92
77,0.12,1509.02
77,0.07,1509.12
77,0.08,1509.22
77,0.08,1509.32
77,0.09,1509.42
77,0.09,1509.52
78,0.08,1509.63
78,0.07,1509.73
78,0.06,1509.83
78,0,1509.93
78,0,1510.03
78,-0.01,1510.13
78,0,1510.23
78,0,1510.33
78,0,1510.43
78,0,1510.53
79,0.01,1510.64
79,0.02,1510.74
79,0.04,1510.84
79,0.04,1510.94
79,0.06,1511.04
79,0.05,1511.14
79,0.07,1511.24
79,0.02,1511.34
79,0.01,1511.44
79,0.01,1511.55
80,0.06,1511.65
80,0.06,1511.75
80,0.07,1511.85
80,0.08,1511.95
80,0.08,1512.05
80,0.04,1512.15
80,0,1512.25
80,0,1512.35
80,0.05,1512.45
81,0.08,1512.56
81,0.07,1512.66
81,0.01,1512.76
81,-0.01,1512.86
81,0,1512.96
81,0.03,1513.06
81,0.04,1513.16
81,0.02,1513.26
81,-0.01,1513.36
81,-0.02,1513.46
82,0,1513.57
82,0.01,1513.67
82,0.02,1513.77
82,0.01,1513.87
82,0.02,1513.97
82,0,1514.07
82,-0.02,1514.17
82,-0.02,1514.27
82,-0.01,1514.37
82,-0.02,1514.47
83,-0.01,1514.58
83,-0.01,1514.68
83,0.01,1514.78
83,0.02,1514.88
83,0,1514.98
83,-0.02,1515.08
83,-0.01,1515.18
83,-0.01,1515.28
83,-0.02,1515.39
83,-0.02,1515.49
84,0.05,1515.59
84,0.04,1515.69
84,0.03,1515.79
84,-0.02,1515.89
84,-0.01,1515.99
84,-0.01,1516.09
84,-0.02,1516.19
84,-0.01,1516.29
84,-0.01,1516.4
84,-0.02,1516.5
85,-0.02,1516.6
85,-0.01,1516.7
85,-0.02,1516.8
85,-0.02,1516.9
85,0.01,1517
85,0.01,1517.1
85,0.02,1517.2
85,0.05,1517.31
85,0.04,1517.41
85,0.02,1517.51
86,-0.02,1517.61
86,-0.02,1517.71
86,-0.02,1517.81
86,-0.01,1517.91
86,-0.02,1518.01
86,-0.02,1518.11
86,-0.03,1518.21
86,-0.03,1518.31
86,-0.01,1518.42
86,0,1518.52
87,0,1518.62
87,0.01,1518.72
87,0.02,1518.82
87,0.01,1518.92
87,-0.02,1519.02
87,-0.01,1519.12
87,-0.01,1519.22
87,-0.01,1519.33
87,-0.01,1519.43
87,0,1519.53
88,0.01,1519.63
88,0,1519.73
88,-0.03,1519.83
88,-0.02,1519.93
88,-0.02,1520.03
88,-0.03,1520.13
88,-0.02,1520.23
88,-0.03,1520.34
88,-0.03,1520.44
88,-0.03,1520.54
89,-0.01,1520.64
89,-0.01,1520.74
89,-0.02,1520.84
89,0.01,1520.94
89,0.04,1521.04
89,0.04,1521.15
89,-0.01,1521.25
89,-0.01,1521.35
89,-0.02,1521.45
89,-0.01,1521.55
90,-0.02,1521.65
90,-0.02,1521.75
90,-0.03,1521.85
90,-0.03,1521.95
90,-0.04,1522.05
90,-0.05,1522.16
90,-0.05,1522.26
90,-0.05,1522.36
90,-0.04,1522.46
90,-0.04,1522.56
91,-0.04,1522.66
91,-0.03,1522.76
91,-0.01,1522.86
91,0.11,1522.96
91,0.3,1523.06
91,0.49,1523.17
91,0.69,1523.27
91,0.81,1523.37
91,0.94,1523.47
92,1.04,1523.57
92,1.1,1523.67
92,1.12,1523.77
92,1.17,1523.87
92,1.19,1523.97
92,1.22,1524.07
92,1.25,1524.18
92,1.24,1524.28
92,1.22,1524.38
92,1.23,1524.48
93,1.23,1524.58
93,1.26,1524.68
93,1.27,1524.78
93,1.26,1524.88
93,1.25,1524.98
93,1.26,1525.09
93,1.27,1525.19
93,1.28,1525.29
93,1.3,1525.39
93,1.29,1525.49
94,1.3,1525.59
94,1.28,1525.69
94,1.29,1525.79
94,1.3,1525.89
94,1.32,1526
94,1.36,1526.1
94,1.36,1526.2
94,1.36,1526.3
94,1.33,1526.4
94,1.35,1526.5
95,1.34,1526.6
95,1.36,1526.7
95,1.38,1526.8
95,1.41,1526.91
95,1.42,1527.01
95,1.44,1527.11
95,1.42,1527.21
95,1.41,1527.31
95,1.43,1527.41
95,1.4,1527.51
96,1.42,1527.61
96,1.41,1527.71
96,1.42,1527.81
96,1.42,1527.92
96,1.42,1528.02
96,1.44,1528.12
96,1.43,1528.22
96,1.43,1528.32
96,1.41,1528.42
96,1.42,1528.52
97,1.44,1528.62
97,1.46,1528.72
97,1.46,1528.82
97,1.47,1528.93
97,1.46,1529.03
97,1.46,1529.13
97,1.47,1529.23
97,1.46,1529.33
97,1.45,1529.43
97,1.44,1529.53
98,1.45,1529.63
98,1.52,1529.73
98,1.52,1529.83
98,1.52,1529.94
98,1.49,1530.04
98,1.52,1530.14
98,1.51,1530.24
98,1.51,1530.34
98,1.51,1530.44
98,1.52,1530.54
99,1.53,1530.64
99,1.54,1530.75
99,1.56,1530.85
99,1.56,1530.95
99,1.58,1531.05
99,1.59,1531.15
99,1.6,1531.25
99,1.58,1531.35
99,1.56,1531.45
99,1.55,1531.55
100,1.56,1531.65
100,1.58,1531.76
100,1.59,1531.86
100,1.6,1531.96
100,1.63,1532.06
100,1.63,1532.16
100,1.64,1532.26
100,1.65,1532.36
100,1.65,1532.46
100,1.66,1532.56
101,1.65,1532.67
101,1.65,1532.77
101,1.64,1532.87
101,1.66,1532.97
101,1.66,1533.07
101,1.67,1533.17
101,1.66,1533.27
101,1.66,1533.37
101,1.66,1533.47
102,1.66,1533.57
102,1.66,1533.68
102,1.67,1533.78
102,1.68,1533.88
102,1.69,1533.98
102,1.73,1534.08
102,1.74,1534.18
102,1.76,1534.28
102,1.75,1534.38
102,1.73,1534.48
103,1.72,1534.58
103,1.72,1534.69
103,1.73,1534.79
103,1.75,1534.89
103,1.75,1534.99
103,1.82,1535.09
103,1.83,1535.19
103,1.85,1535.29
103,1.81,1535.39
103,1.81,1535.49
104,1.79,1535.59
104,1.79,1535.7
104,1.79,1535.8
104,1.79,1535.9
104,1.8,1536
104,1.81,1536.1
104,1.87,1536.2
104,1.93,1536.3
104,1.93,1536.4
104,1.87,1536.51
105,1.86,1536.61
105,1.85,1536.71
105,1.91,1536.81
105,1.93,1536.91
105,1.93,1537.01
105,1.95,1537.11
105,1.96,1537.21
105,1.97,1537.31
105,1.98,1537.41
105,1.96,1537.52
106,1.96,1537.62
106,1.95,1537.72
106,1.95,1537.82
106,1.95,1537.92
106,1.96,1538.02
106,1.99,1538.12
106,2.04,1538.22
106,2.06,1538.32
106,2.05,1538.43
106,2.05,1538.53
107,2.02,1538.63
107,2.03,1538.73
107,2.04,1538.83
107,2.04,1538.93
107,2.01,1539.03
107,2,1539.13
107,1.99,1539.23
107,1.99,1539.33
107,2,1539.44
107,1.98,1539.54
108,2.03,1539.64
108,2.04,1539.74
108,2.07,1539.84
108,2.12,1539.94
108,2.13,1540.04
108,2.14,1540.14
108,2.11,1540.24
108,2.09,1540.34
108,2.09,1540.45
108,2.09,1540.55
109,2.1,1540.65
109,2.06,1540.75
109,2.08,1540.85
109,2.1,1540.95
109,2.17,1541.05
109,2.19,1541.15
109,2.22,1541.25
109,2.24,1541.35
109,2.26,1541.46
109,2.22,1541.56
110,2.18,1541.66
110,2.17,1541.76
110,2.18,1541.86
110,2.18,1541.96
110,2.21,1542.06
110,2.25,1542.16
110,2.29,1542.27
110,2.31,1542.37
110,2.29,1542.47
110,2.3,1542.57
111,2.33,1542.67
111,2.35,1542.77
111,2.37,1542.87
111,2.4,1542.97
111,2.39,1543.07
111,2.39,1543.17
111,2.41,1543.28
111,2.41,1543.38
111,2.39,1543.48
111,2.36,1543.58
112,2.32,1543.68
112,2.33,1543.78
112,2.35,1543.88
112,2.34,1543.98
112,2.34,1544.08
112,2.34,1544.19
112,2.36,1544.29
112,2.38,1544.39
112,2.39,1544.49
113,2.4,1544.59
113,2.45,1544.69
113,2.5,1544.79
113,2.52,1544.89
113,2.45,1544.99
113,2.48,1545.09
113,2.49,1545.19
113,2.54,1545.3
113,2.54,1545.4
113,2.55,1545.5
114,2.52,1545.6
114,2.5,1545.7
114,2.48,1545.8
114,2.44,1545.9
114,2.44,1546
114,2.49,1546.1
114,2.51,1546.21
114,2.53,1546.31
114,2.47,1546.41
114,2.5,1546.51
115,2.51,1546.61
115,2.54,1546.71
115,2.55,1546.81
115,2.57,1546.91
115,2.63,1547.01
115,2.62,1547.11
115,2.64,1547.22
115,2.66,1547.32
115,2.64,1547.42
115,2.65,1547.52
116,2.65,1547.62
116,2.65,1547.72
116,2.65,1547.82
116,2.66,1547.92
116,2.68,1548.03
116,2.72,1548.13
116,2.75,1548.23
116,2.74,1548.33
116,2.73,1548.43
116,2.73,1548.53
117,2.76,1548.63
117,2.79,1548.73
117,2.82,1548.83
117,2.81,1548.93
117,2.83,1549.04
117,2.86,1549.14
117,2.85,1549.24
117,2.89,1549.34
117,2.87,1549.44
117,2.88,1549.54
118,2.88,1549.64
118,2.88,1549.74
118,2.89,1549.84
118,2.89,1549.94
118,2.93,1550.05
118,2.97,1550.15
118,2.97,1550.25
118,3.01,1550.35
118,3.02,1550.45
118,3.02,1550.55
119,2.96,1550.65
119,2.98,1550.75
119,2.99,1550.85
119,3.05,1550.95
119,3.06,1551.06
119,3.04,1551.16
119,3,1551.26
119,3.04,1551.36
119,3.06,1551.46
119,3.11,1551.56
120,3.11,1551.66
120,3.07,1551.76
120,3.06,1551.86
120,3.05,1551.97
120,3.08,1552.07
120,3.1,1552.17
120,3.11,1552.27
120,3.14,1552.37
120,3.14,1552.47
120,3.14,1552.57
121,3.15,1552.67
121,3.15,1552.77
121,3.16,1552.88
121,3.17,1552.98
121,3.17,1553.08
121,3.18,1553.18
121,3.19,1553.28
121,3.19,1553.38
121,3.21,1553.48
121,3.21,1553.58
122,3.24,1553.68
122,3.23,1553.79
122,3.24,1553.89
122,3.24,1553.99
122,3.25,1554.09
122,3.26,1554.19
122,3.27,1554.29
122,3.28,1554.39
122,3.28,1554.49
123,3.26,1554.59
123,3.26,1554.69
123,3.27,1554.8
123,3.28,1554.9
123,3.29,1555
123,3.28,1555.1
123,3.28,1555.2
123,3.28,1555.3
123,3.29,1555.4
123,3.31,1555.5
124,3.32,1555.6
124,3.33,1555.7
124,3.36,1555.81
124,3.36,1555.91
124,3.33,1556.01
124,3.33,1556.11
124,3.33,1556.21
124,3.36,1556.31
124,3.37,1556.41
124,3.37,1556.51
125,3.35,1556.61
125,3.39,1556.71
125,3.37,1556.82
125,3.37,1556.92
125,3.39,1557.02
125,3.38,1557.12
125,3.4,1557.22
125,3.39,1557.32
125,3.39,1557.42
125,3.4,1557.52
126,3.4,1557.63
126,3.38,1557.73
126,3.39,1557.83
126,3.39,1557.93
126,3.41,1558.03
126,3.41,1558.13
126,3.42,1558.23
126,3.42,1558.33
126,3.45,1558.43
126,3.42,1558.53
127,3.41,1558.64
127,3.42,1558.74
127,3.43,1558.84
127,3.42,1558.94
127,3.41,1559.04
127,3.45,1559.14
127,3.44,1559.24
127,3.45,1559.34
127,3.46,1559.44
127,3.47,1559.55
128,3.46,1559.65
128,3.46,1559.75
128,3.46,1559.85
128,3.49,1559.95
128,3.52,1560.05
128,3.52,1560.15
128,3.5,1560.25
128,3.5,1560.35
128,3.49,1560.45
128,3.51,1560.56
129,3.53,1560.66
129,3.55,1560.76
129,3.52,1560.86
129,3.53,1560.96
129,3.53,1561.06
129,3.53,1561.16
129,3.54,1561.26
129,3.53,1561.36
129,3.5,1561.46
129,3.53,1561.57
130,3.55,1561.67
130,3.56,1561.77
130,3.57,1561.87
130,3.53,1561.97
130,3.53,1562.07
130,3.53,1562.17
130,3.55,1562.27
130,3.55,1562.37
130,3.54,1562.47
130,3.53,1562.58
131,3.53,1562.68
131,3.53,1562.78
131,3.54,1562.88
131,3.54,1562.98
131,3.55,1563.08
131,3.55,1563.18
131,3.57,1563.28
131,3.61,1563.39
131,3.61,1563.49
131,3.59,1563.59
132,3.53,1563.69
132,3.55,1563.79
132,3.56,1563.89
132,3.6,1563.99
132,3.6,1564.09
132,3.57,1564.19
132,3.56,1564.29
132,3.56,1564.4
132,3.59,1564.5
132,3.6,1564.6
133,3.61,1564.7
133,3.61,1564.8
133,3.6,1564.9
133,3.62,1565
133,3.61,1565.1
133,3.62,1565.2
133,3.61,1565.31
133,3.61,1565.41
133,3.61,1565.51
134,3.61,1565.61
134,3.6,1565.71
134,3.62,1565.81
134,3.69,1565.91
134,3.77,1566.01
134,3.84,1566.11
134,3.96,1566.21
134,4.02,1566.31
134,4.09,1566.42
134,4.19,1566.52
135,4.26,1566.62
135,4.31,1566.72
135,4.4,1566.82
135,4.43,1566.92
135,4.51,1567.02
135,4.52,1567.12
135,4.58,1567.22
135,4.63,1567.33
135,4.69,1567.43
135,4.74,1567.53
136,4.8,1567.63
136,4.84,1567.73
136,4.87,1567.83
136,4.83,1567.93
136,4.87,1568.03
136,4.91,1568.13
136,4.94,1568.23
136,4.98,1568.34
136,5.02,1568.44
136,5.07,1568.54
137,5.1,1568.64
137,5.14,1568.74
137,5.19,1568.84
137,5.23,1568.94
137,5.21,1569.04
137,5.24,1569.15
137,5.26,1569.25
137,5.33,1569.35
137,5.35,1569.45
137,5.35,1569.55
138,5.37,1569.65
138,5.38,1569.75
138,5.43,1569.85
138,5.48,1569.95
138,5.5,1570.05
138,5.46,1570.16
138,5.49,1570.26
138,5.51,1570.36
138,5.55,1570.46
138,5.57,1570.56
139,5.6,1570.66
139,5.63,1570.76
139,5.61,1570.86
139,5.66,1570.96
139,5.69,1571.06
139,5.68,1571.17
139,5.69,1571.27
139,5.69,1571.37
139,5.7,1571.47
139,5.72,1571.57
140,5.74,1571.67
140,5.74,1571.77
140,5.81,1571.87
140,5.81,1571.97
140,5.81,1572.07
140,5.77,1572.18
140,5.79,1572.28
140,5.8,1572.38
140,5.81,1572.48
140,5.83,1572.58
141,5.86,1572.68
141,5.89,1572.78
141,5.91,1572.88
141,5.92,1572.98
141,5.95,1573.09
141,5.96,1573.19
141,5.9,1573.29
141,5.93,1573.39
141,5.93,1573.49
141,5.94,1573.59
142,5.96,1573.69
142,5.99,1573.79
142,6.02,1573.89
142,6.04,1574
142,6,1574.1
142,5.98,1574.2
142,5.99,1574.3
142,6.04,1574.4
142,6.07,1574.5
142,6.07,1574.6
143,6.03,1574.7
143,6.06,1574.8
143,6.05,1574.91
143,6.04,1575.01
143,6.05,1575.11
143,6.04,1575.21
143,6.04,1575.31
143,6.07,1575.41
143,6.06,1575.51
143,6.06,1575.61
144,6.07,1575.71
144,6.06,1575.81
144,6.05,1575.92
144,6.07,1576.02
144,6.09,1576.12
144,6.09,1576.22
144,6.09,1576.32
144,6.08,1576.42
144,6.08,1576.52
145,6.09,1576.62
145,6.11,1576.72
145,6.1,1576.82
145,6.08,1576.93
145,6.1,1577.03
145,6.1,1577.13
145,6.09,1577.23
145,6.1,1577.33
145,6.11,1577.43
145,6.09,1577.53
146,6.12,1577.63
146,6.09,1577.73
146,6.09,1577.83
146,6.1,1577.94
146,6.09,1578.04
146,6.09,1578.14
146,6.1,1578.24
146,6.09,1578.34
146,6.09,1578.44
146,6.08,1578.54
147,6.09,1578.64
147,6.09,1578.75
147,6.1,1578.85
147,6.13,1578.95
147,6.14,1579.05
147,6.13,1579.15
147,6.11,1579.25
147,6.12,1579.35
147,6.13,1579.45
147,6.16,1579.55
148,6.16,1579.65
148,6.11,1579.76
148,6.09,1579.86
148,6.09,1579.96
148,6.08,1580.06
148,6.08,1580.16
148,6.09,1580.26
148,6.14,1580.36
148,6.14,1580.46
148,6.13,1580.56
149,6.16,1580.67
149,6.17,1580.77
149,6.12,1580.87
149,6.09,1580.97
149,6.08,1581.07
149,6.11,1581.17
149,6.12,1581.27
149,6.12,1581.37
149,6.11,1581.47
149,6.1,1581.57
150,6.1,1581.68
150,6.08,1581.78
150,6.07,1581.88
150,6.09,1581.98
150,6.11,1582.08
150,6.11,1582.18
150,6.09,1582.28
150,6.07,1582.38
150,6.08,1582.48
150,6.13,1582.58
151,6.14,1582.69
151,6.14,1582.79
151,6.14,1582.89
151,6.14,1582.99
151,6.14,1583.09
151,6.14,1583.19
151,6.14,1583.29
151,6.14,1583.39
151,6.14,1583.49
151,6.12,1583.59
152,6.11,1583.7
152,6.12,1583.8
152,6.12,1583.9
152,6.14,1584
152,6.15,1584.1
152,6.15,1584.2
152,6.16,1584.3
152,6.15,1584.4
152,6.14,1584.51
152,6.12,1584.61
153,6.13,1584.71
153,6.12,1584.81
153,6.12,1584.91
153,6.13,1585.01
153,6.11,1585.11
153,6.1,1585.21
153,6.09,1585.31
153,6.11,1585.41
153,6.11,1585.52
153,6.12,1585.62
154,6.12,1585.72
154,6.12,1585.82
154,6.11,1585.92
154,6.08,1586.02
154,6.08,1586.12
154,6.08,1586.22
154,6.1,1586.32
154,6.08,1586.43
154,6.1,1586.53
155,6.1,1586.63
155,6.12,1586.73
155,6.14,1586.83
155,6.14,1586.93
155,6.12,1587.03
155,6.11,1587.13
155,6.1,1587.23
155,6.1,1587.33
155,6.09,1587.44
155,6.1,1587.54
156,6.11,1587.64
156,6.12,1587.74
156,6.13,1587.84
156,6.15,1587.94
156,6.17,1588.04
156,6.17,1588.14
156,6.17,1588.24
156,6.16,1588.34
156,6.16,1588.45
156,6.2,1588.55
157,6.21,1588.65
157,6.21,1588.75
157,6.21,1588.85
157,6.24,1588.95
157,6.28,1589.05
157,6.31,1589.15
157,6.32,1589.25
157,6.31,1589.35
157,6.29,1589.46
157,6.3,1589.56
158,6.31,1589.66
158,6.3,1589.76
158,6.31,1589.86
158,6.31,1589.96
158,6.33,1590.06
158,6.33,1590.16
158,6.3,1590.27
158,6.32,1590.37
158,6.3,1590.47
158,6.31,1590.57
159,6.33,1590.67
159,6.34,1590.77
159,6.34,1590.87
159,6.33,1590.97
159,6.36,1591.07
159,6.36,1591.17
159,6.38,1591.28
159,6.39,1591.38
159,6.4,1591.48
159,6.39,1591.58
160,6.41,1591.68
160,6.4,1591.78
160,6.43,1591.88
160,6.47,1591.98
160,6.47,1592.08
160,6.45,1592.19
160,6.43,1592.29
160,6.43,1592.39
160,6.42,1592.49
160,6.42,1592.59
161,6.42,1592.69
161,6.42,1592.79
161,6.43,1592.89
161,6.44,1592.99
161,6.43,1593.09
161,6.43,1593.19
161,6.44,1593.3
161,6.46,1593.4
161,6.47,1593.5
161,6.5,1593.6
162,6.52,1593.7
162,6.52,1593.8
162,6.52,1593.9
162,6.52,1594
162,6.51,1594.1
162,6.48,1594.21
162,6.48,1594.31
162,6.48,1594.41
162,6.49,1594.51
162,6.48,1594.61
163,6.48,1594.71
163,6.51,1594.81
163,6.51,1594.91
163,6.49,1595.01
163,6.48,1595.11
163,6.48,1595.22
163,6.56,1595.32
163,6.58,1595.42
163,6.6,1595.52
163,6.52,1595.62
164,6.52,1595.72
164,6.52,1595.82
164,6.56,1595.92
164,6.56,1596.03
164,6.55,1596.13
164,6.55,1596.23
164,6.55,1596.33
164,6.56,1596.43
164,6.55,1596.53
164,6.56,1596.63
165,6.54,1596.73
165,6.54,1596.83
165,6.55,1596.93
165,6.53,1597.04
165,6.54,1597.14
165,6.54,1597.24
165,6.58,1597.34
165,6.58,1597.44
165,6.57,1597.54
166,6.53,1597.64
166,6.53,1597.74
166,6.55,1597.84
166,6.58,1597.94
166,6.59,1598.05
166,6.56,1598.15
166,6.57,1598.25
166,6.55,1598.35
166,6.58,1598.45
166,6.58,1598.55
167,6.58,1598.65
167,6.59,1598.75
167,6.59,1598.85
167,6.59,1598.95
167,6.6,1599.06
167,6.59,1599.16
167,6.58,1599.26
167,6.6,1599.36
167,6.6,1599.46
167,6.64,1599.56
168,6.66,1599.66
168,6.66,1599.76
168,6.64,1599.86
168,6.65,1599.97
168,6.64,1600.07
168,6.64,1600.17
168,6.64,1600.27
168,6.63,1600.37
168,6.63,1600.47
168,6.62,1600.57
169,6.64,1600.67
169,6.7,1600.77
169,6.69,1600.88
169,6.64,1600.98
169,6.63,1601.08
169,6.63,1601.18
169,6.7,1601.28
169,6.72,1601.38
169,6.7,1601.48
169,6.64,1601.58
170,6.64,1601.68
170,6.65,1601.79
170,6.7,1601.89
170,6.69,1601.99
170,6.67,1602.09
170,6.65,1602.19
170,6.64,1602.29
170,6.67,1602.39
170,6.67,1602.49
170,6.67,1602.59
171,6.63,1602.69
171,6.64,1602.8
171,6.65,1602.9
171,6.64,1603
171,6.66,1603.1
171,6.66,1603.2
171,6.67,1603.3
171,6.66,1603.4
171,6.64,1603.5
171,6.65,1603.6
172,6.65,1603.7
172,6.68,1603.81
172,6.73,1603.91
172,6.73,1604.01
172,6.72,1604.11
172,6.73,1604.21
172,6.72,1604.31
172,6.71,1604.41
172,6.72,1604.51
172,6.72,1604.61
173,6.77,1604.71
173,6.78,1604.82
173,6.78,1604.92
173,6.77,1605.02
173,6.76,1605.12
173,6.73,1605.22
173,6.73,1605.32
173,6.75,1605.42
173,6.74,1605.52
173,6.74,1605.63
174,6.75,1605.73
174,6.75,1605.83
174,6.74,1605.93
174,6.77,1606.03
174,6.8,1606.13
174,6.81,1606.23
174,6.79,1606.33
174,6.79,1606.43
174,6.78,1606.53
174,6.77,1606.64
175,6.78,1606.74
175,6.78,1606.84
175,6.8,1606.94
175,6.81,1607.04
175,6.82,1607.14
175,6.86,1607.24
175,6.85,1607.34
175,6.83,1607.44
175,6.83,1607.55
175,6.82,1607.65
176,6.82,1607.75
176,6.82,1607.85
176,6.83,1607.95
176,6.84,1608.05
176,6.84,1608.15
176,6.84,1608.25
176,6.83,1608.35
176,6.84,1608.45
176,6.84,1608.56
177,6.9,1608.66
177,6.91,1608.76
177,6.91,1608.86
177,6.89,1608.96
177,6.89,1609.06
177,6.85,1609.16
177,6.84,1609.26
177,6.84,1609.36
177,6.84,1609.46
177,6.85,1609.57
178,6.84,1609.67
178,6.89,1609.77
178,6.88,1609.87
178,6.89,1609.97
178,6.89,1610.07
